Location,Period,Dim2,Indicator,Dim1,First Tooltip
India,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,66935
India,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,59241
India,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1707308
India,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,948449
India,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,758859
India,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,921270
India,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,510515
India,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,410755
Indonesia,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,216307
Indonesia,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,115704
Indonesia,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,100603
Indonesia,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,102800
Indonesia,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,45549
Indonesia,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,57250
Indonesia,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,655055
Indonesia,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,346228
Indonesia,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,308827
Indonesia,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,103704
Indonesia,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,65242
Indonesia,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,38462
Indonesia,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,210403
Indonesia,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,111971
Indonesia,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,98432
Indonesia,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,97996
Indonesia,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,43377
Indonesia,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,54620
Indonesia,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,636075
Indonesia,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,334802
Indonesia,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,301273
Indonesia,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,100701
Indonesia,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,63131
Indonesia,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,37569
Indonesia,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,186482
Indonesia,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,97988
Indonesia,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,88494
Indonesia,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,76125
Indonesia,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,33480
Indonesia,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,42645
Indonesia,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,570196
Indonesia,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,298303
Indonesia,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,271892
Indonesia,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,97263
Indonesia,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,59839
Indonesia,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,37424
Indonesia,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,166684
Indonesia,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,84234
Indonesia,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,82450
Indonesia,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,59484
Indonesia,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,25875
Indonesia,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,33610
Indonesia,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,518488
Indonesia,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,268349
Indonesia,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,250139
Indonesia,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,90282
Indonesia,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,54856
Indonesia,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,35426
Indonesia,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,148152
Indonesia,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,73011
Indonesia,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,75140
Indonesia,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,49094
Indonesia,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,20120
Indonesia,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,28974
Indonesia,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,458473
Indonesia,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,227266
Indonesia,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,231207
Indonesia,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,85772
Indonesia,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,50965
Indonesia,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,34808
Iran (Islamic Republic of),2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,59741
Iran (Islamic Republic of),2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,34345
Iran (Islamic Republic of),2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,25396
Iran (Islamic Republic of),2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,14842
Iran (Islamic Republic of),2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,6685
Iran (Islamic Republic of),2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,8157
Iran (Islamic Republic of),2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,160823
Iran (Islamic Republic of),2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,87331
Iran (Islamic Republic of),2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,73492
Iran (Islamic Republic of),2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,14552
Iran (Islamic Republic of),2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,8681
Iran (Islamic Republic of),2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,5871
Iran (Islamic Republic of),2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,57833
Iran (Islamic Republic of),2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,33142
Iran (Islamic Republic of),2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,24691
Iran (Islamic Republic of),2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,14599
Iran (Islamic Republic of),2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,6569
Iran (Islamic Republic of),2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,8030
Iran (Islamic Republic of),2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,158127
Iran (Islamic Republic of),2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,85635
Iran (Islamic Republic of),2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,72492
Iran (Islamic Republic of),2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,14333
Iran (Islamic Republic of),2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,8558
Iran (Islamic Republic of),2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,5775
Iran (Islamic Republic of),2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,50118
Iran (Islamic Republic of),2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,28415
Iran (Islamic Republic of),2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,21703
Iran (Islamic Republic of),2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,12041
Iran (Islamic Republic of),2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,5535
Iran (Islamic Republic of),2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,6507
Iran (Islamic Republic of),2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,161201
Iran (Islamic Republic of),2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,88113
Iran (Islamic Republic of),2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,73088
Iran (Islamic Republic of),2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,14870
Iran (Islamic Republic of),2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,8761
Iran (Islamic Republic of),2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,6109
Iran (Islamic Republic of),2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,42512
Iran (Islamic Republic of),2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,24241
Iran (Islamic Republic of),2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,18271
Iran (Islamic Republic of),2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9541
Iran (Islamic Republic of),2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4429
Iran (Islamic Republic of),2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,5112
Iran (Islamic Republic of),2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,162086
Iran (Islamic Republic of),2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,88781
Iran (Islamic Republic of),2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,73305
Iran (Islamic Republic of),2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,13901
Iran (Islamic Republic of),2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,8226
Iran (Islamic Republic of),2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,5676
Iran (Islamic Republic of),2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,35728
Iran (Islamic Republic of),2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,20028
Iran (Islamic Republic of),2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,15701
Iran (Islamic Republic of),2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,6893
Iran (Islamic Republic of),2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,2969
Iran (Islamic Republic of),2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3925
Iran (Islamic Republic of),2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,142323
Iran (Islamic Republic of),2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,73217
Iran (Islamic Republic of),2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,69106
Iran (Islamic Republic of),2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,12999
Iran (Islamic Republic of),2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,7161
Iran (Islamic Republic of),2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,5839
Iraq,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,21151
Iraq,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,10761
Iraq,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,10390
Iraq,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,7279
Iraq,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,3010
Iraq,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4269
Iraq,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,51593
Iraq,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,24996
Iraq,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,26597
Iraq,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3569
Iraq,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1889
Iraq,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1680
Iraq,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,20454
Iraq,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,10382
Iraq,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,10072
Iraq,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,6957
Iraq,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,2894
Iraq,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4064
Iraq,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,50754
Iraq,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,24572
Iraq,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,26182
Iraq,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3532
Iraq,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1869
Iraq,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1663
Iraq,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,17787
Iraq,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,8992
Iraq,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,8795
Iraq,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,5275
Iraq,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,2243
Iraq,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3032
Iraq,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,45424
Iraq,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,21837
Iraq,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,23587
Iraq,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3246
Iraq,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1731
Iraq,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1515
Iraq,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,16954
Iraq,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,8935
Iraq,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,8020
Iraq,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,4705
Iraq,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1881
Iraq,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,2824
Iraq,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,40648
Iraq,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,19449
Iraq,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,21198
Iraq,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2884
Iraq,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1565
Iraq,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1319
Iraq,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,13098
Iraq,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,6315
Iraq,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,6783
Iraq,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,4734
Iraq,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1941
Iraq,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,2793
Iraq,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,42656
Iraq,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,20869
Iraq,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,21787
Iraq,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3123
Iraq,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1769
Iraq,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1354
Ireland,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9169
Ireland,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4754
Ireland,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4414
Ireland,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,572
Ireland,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,324
Ireland,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,247
Ireland,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,8745
Ireland,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4433
Ireland,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4311
Ireland,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2735
Ireland,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1405
Ireland,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1330
Ireland,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9037
Ireland,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4705
Ireland,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4332
Ireland,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,556
Ireland,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,312
Ireland,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,243
Ireland,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,8781
Ireland,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4441
Ireland,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4340
Ireland,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2626
Ireland,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1344
Ireland,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1282
Ireland,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,7997
Ireland,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4194
Ireland,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3803
Ireland,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,488
Ireland,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,269
Ireland,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,219
Ireland,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9031
Ireland,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4559
Ireland,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4472
Ireland,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2037
Ireland,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1026
Ireland,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1011
Ireland,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,7789
Ireland,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4038
Ireland,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3750
Ireland,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,474
Ireland,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,244
Ireland,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,229
Ireland,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9989
Ireland,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,5144
Ireland,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4845
Ireland,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2291
Ireland,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1156
Ireland,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1135
Ireland,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,7709
Ireland,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4106
Ireland,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3603
Ireland,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,414
Ireland,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,218
